alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality,severity_rank,resolution_duration_hours
EPA00000639,Unknown,Unknown,LPT-12314,EMP12314,Carbon Black,Ransomware Activity,High,False Positive,Process attempted to access sensitive directory.,Unknown,python.exe,ecaa0d013f52f871ff0e8dcb29d67925fd8687f970f4dbb78bd61998e2c8baaa,admin,High,3,62.99
EPA00000303,2026-08-12 08:58:26,Unknown,WS-10800,EMP10800,Carbon Black,Unusual admin share access,Critical,New,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\Desktop\salary.xlsx,cmd.exe,Unknown,incident.team,Low,4,62.99
EPA00002767,2026-08-10 19:37:37,Unknown,VDR-10680,EMP10680,CrowdStrike,suspicious_powershell,High,Resolved,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,1f5da9b6a4b168706dbe93045f2ff81a9bf226a95378888e9addf7e23217de1b,admin,Critical,3,62.99
EPA00005812,Unknown,2026-08-26 06:10:02,VDR-11758,EMP11758,CrowdStrike,Trojan:Win32,Critical,Open,Alert generated from heuristic engine. Possible false positive.,Unknown,powershell.exe,Unknown,Unknown,Low,4,62.99
EPA00001277,2026-08-29 08:40:48,Unknown,LPT-10859,EMP10859,Windows Defender,MALWARE_DETECTED,High,Open,Suspicious script execution observed. Logs attached.,Unknown,excel.exe,Unknown,Unknown,Medium,3,62.99
EPA00007760,2026-08-08 19:57:32,2026-08-11 00:00:00,VDR-12775,EMP12775,Carbon Black,Keylogger suspected,Low,In Progress,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,msedge.exe,Unknown,Unknown,Low,1,52.04
EPA00004721,2026-09-09 10:34:13,Unknown,LPT-11170,EMP11170,McAfee,MALWARE_DETECTED,High,In Progress,Threat detected after file download from external website.,C:\Windows\System32\drivers\etc\hosts,python.exe,7d6a7778abea4adf839c55ea941b9f5629440e4263c4f5b58540589fdfe9e605,unassigned,Medium,3,62.99
EPA00002056,2026-08-29 19:27:19,2026-09-02 02:27:00,Unknown,EMP11640,Carbon Black,Unusual admin share access,High,Resolved,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,excel.exe,Unknown,soc.analyst2,Critical,3,78.99
EPA00005377,2026-08-25 16:00:33,Unknown,VDR-10293,EMP10293,Windows Defender,Suspicious PowerShell Execution,High,Open,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,explorer.exe,aa434e7c65a7f68deec129f6a95a52764dd7fdad914f452d19c77f76faf7c837,incident.team,Unknown,3,62.99
EPA00006948,2026-09-09 20:24:18,2026-09-11 00:00:00,VDR-12487,EMP12487,Quick Heal,Phishing URL blocked,Low,Open,Alert triggered by abnormal network connection.,E:\Backup\data.rar,winword.exe,0af8c9d1c46a9ddfac3dff952eff51042a58f576b7635507d2db8301d9d7aea0,Unknown,Low,1,27.6
EPA00005146,2026-08-07 03:42:36,2026-08-08 08:42:00,LPT-12186,EMP12186,McAfee,Malware detected,High,False Positive,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,cmd.exe,102e0591f1c24a5687e6c7b7c7cf712c645feab0e6c5b5d83a2893d288454eb0,Unknown,Unknown,3,28.99
EPA00004433,Unknown,2026-08-11 01:10:48,VDR-11224,EMP11224,Quick Heal,Malware detected,Medium,Open,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,Unknown,88aac7b11f42f3cb6e788da536e8ae3a3ff6f0b9a6caa9ca22e74e308d036594,soc.analyst2,High,2,62.99
EPA00003645,2026-08-15 00:00:00,2026-08-15 18:59:16,WS-10243,EMP10243,SentinelOne,suspicious_powershell,Medium,Unassigned,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,msedge.exe,a20e1ab1bcfc798f095682605e5966af0944720e92cdb9036618a2510a05429d,soc.analyst2,Medium,2,18.99
EPA00004144,2026-09-03 20:41:00,2026-09-06 16:41:52,VDR-11507,EMP11507,Kaspersky,MALWARE_DETECTED,Low,Open,Threat detected after file download from external website.,Unknown,chrome.exe,f3c954cd74ca526b567102fcc0bb9b4c199b5dd05bda679cafed1a05e9862fcb,admin,High,1,68.01
EPA00002879,2026-08-29 00:00:00,Unknown,WS-12266,EMP12266,SYMANTEC,Ransomware Activity,Medium,Closed,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,unknown,49ff796afe90da474cca257258b37f1aaf9f1ba727be8760ad290caf34d0ba17,soc.analyst2,High,2,62.99
EPA00004203,2026-08-05 02:41:38,Unknown,VDR-10605,EMP10605,Kaspersky,USB device blocked,Low,Open,User reported machine slowdown after popup. AV alert generated.,C:\Users\Public\Downloads\invoice.exe,winword.exe,Unknown,soc.analyst1,High,1,62.99
EPA00006494,2026-08-14 00:00:00,2026-08-19 07:40:43,WS-10185,EMP10185,Quick Heal,Phishing URL blocked,High,Closed,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,b63b1aa428bcb53f45be3e8e3d3eb487d3529ae27a6e09eb928981b1b1beb8f7,Unknown,Medium,3,127.68
EPA00005176,2026-08-29 21:49:02,2026-08-29 23:49:02,LPT-11423,EMP11423,Windows Defender,USB device blocked,Low,New,User reported machine slowdown after popup. AV alert generated.,Unknown,chrome.exe,72f71bc71498201dc4217c753711545b8ef0f086a39043cb8cdb17b8c6a14f38,unassigned,Critical,1,2.0
EPA00002287,2026-08-02 23:23:17,Unknown,Unknown,EMP10310,Defender,Suspicious PowerShell Execution,Medium,New,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,cmd.exe,Unknown,unassigned,Medium,2,62.99
EPA00002262,2026-08-28 04:43:00,2026-08-30 00:43:00,Unknown,EMP11023,SentinelOne,Credential dumping attempt,Low,Unassigned,Alert triggered by abnormal network connection.,Unknown,winword.exe,ccfb88942a2b82f401c84de14a4260a7c7ef367f43091dabdad4d89cfc84338c,Unknown,Unknown,1,44.0
EPA00005241,2026-08-01 18:10:40,2026-08-05 05:10:40,WS-10064,EMP10064,McAfee,Unauthorized USB,Medium,Resolved,Process attempted to access sensitive directory.,Unknown,powershell.exe,e6fe11b140e3ccd729dda7d44949dd022a9a51a1bf3972cceb6fe7ae07ab5703,admin,Low,2,83.0
EPA00007373,Unknown,2026-08-31 09:52:18,WS-10178,EMP10178,McAfee,Malware detected,High,Open,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,unknown,9925434c22eb5433d7ac0950777f0ed26bdfbd6198e7c5db50411b6eb584d557,Unknown,Low,3,62.99
EPA00002297,2026-09-07 00:00:00,Unknown,LPT-10751,EMP10751,SYMANTEC,Unauthorized USB,Critical,False Positive,User reported machine slowdown after popup. AV alert generated.,E:\Backup\data.rar,winword.exe,Unknown,Unknown,Medium,4,62.99
EPA00006938,2026-08-19 23:30:50,2026-08-19 23:30:50,VDR-11758,EMP11758,Windows Defender,Credential dumping attempt,Medium,In Progress,Process attempted to access sensitive directory.,Unknown,cmd.exe,08250fa92796d0309a4ed66245cd8465204b8bb666551c0053563a7b8932fefa,Unknown,High,2,0.0
EPA00005933,2026-08-15 05:11:32,2026-08-15 19:11:32,WS-10878,EMP10878,SentinelOne,Malware detected,Low,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,unknown,6f7eac00cdb9db2daa2247ac983b29e808ab12cba0038fafb103e266a4feb2ae,Unknown,Medium,1,14.0
EPA00001754,2026-08-31 21:02:00,Unknown,Unknown,EMP12045,Carbon Black,USB device blocked,Critical,Resolved,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\Desktop\salary.xlsx,winword.exe,Unknown,Unknown,High,4,62.99
EPA00005198,2026-08-29 13:38:44,2026-09-02 19:38:44,LPT-11741,EMP11741,Carbon Black,Unusual admin share access,Medium,In Progress,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,c587233dc57173fe1f4bd5315dd83f691efacbb2f28aa718f35beba62b0192bf,Unknown,High,2,102.0
EPA00001969,2026-08-08 00:00:00,2026-08-08 23:58:29,WS-12606,EMP12606,Carbon Black,Phishing URL blocked,Medium,Open,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,Unknown,soc.analyst2,Medium,2,23.97
EPA00007277,2026-08-13 00:00:00,Unknown,WS-11654,EMP11654,SYMANTEC,Unauthorized USB,Low,False Positive,Process attempted to access sensitive directory.,E:\Backup\data.rar,Unknown,31a5f7823a77eac006978813e65001a93bbf6ee7ce7cb8020e9014b820f08764,unassigned,Unknown,1,62.99
EPA00003118,2026-08-20 15:08:00,2026-08-21 00:00:00,WS-12162,EMP12162,SentinelOne,Malware detected,Medium,In Progress,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,winword.exe,cfdbe0e0c724e5b1a5a3841069508ab6b8bf78db9a7d9e40757029567be97a60,soc.analyst2,High,2,8.87
EPA00002394,Unknown,Unknown,WS-12341,EMP12341,Quick Heal,suspicious_powershell,High,Unassigned,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,2e18f9184e81e94c5641da2c5ba1ac703e32f60a9207f1a5c4e792e5d1b3dabd,soc.analyst1,Low,3,62.99
EPA00000524,2026-09-08 06:19:49,2026-09-11 00:00:00,Unknown,EMP11666,Carbon Black,USB device blocked,Low,False Positive,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,python.exe,Unknown,Unknown,Low,1,65.67
EPA00006377,2026-09-04 01:24:50,Unknown,Unknown,EMP12264,SYMANTEC,MALWARE_DETECTED,Medium,False Positive,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,cmd.exe,593286d792ce2c3c11d3940c3d1ed9141c21b2565139741867aa09ca561ca99e,soc.analyst1,High,2,62.99
EPA00006789,2026-08-05 12:50:36,Unknown,LPT-12768,EMP12768,Windows Defender,Lateral movement detected,Low,Open,Process attempted to access sensitive directory.,C:\Users\user\AppData\Local\Temp\cache.bin,msedge.exe,62e28e33f0bd1c6917d931ad93f6d0ff800d333899d53a53550483d2f8822851,Unknown,Unknown,1,62.99
EPA00006982,2026-09-07 12:10:13,2026-09-11 00:00:00,LPT-10431,EMP10431,SYMANTEC,Unusual admin share access,High,In Progress,Alert generated from heuristic engine. Possible false positive.,E:\Backup\data.rar,msedge.exe,257906d691a1ee3edd902e4da973bae99987d68d32f0d83231e1e716c4895df2,Unknown,Unknown,3,83.83
EPA00005525,2026-08-16 02:32:24,2026-08-19 20:32:24,WS-10000,EMP10000,Kaspersky,Unauthorized USB,Medium,Open,User reported machine slowdown after popup. AV alert generated.,E:\Backup\data.rar,excel.exe,1a783c594ddd7d8861191b36405249a815503bf968bd9ad0adb44abbacfcb80d,admin,Low,2,90.0
EPA00006678,Unknown,Unknown,LPT-10452,EMP10452,Quick Heal,Trojan:Win32,Critical,New,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,python.exe,d577dc2232d8852291aa116f4c3d6653ff2ab522febb25b37e4061528bff1fac,admin,Unknown,4,62.99
EPA00003901,2026-08-26 19:57:00,2026-08-29 14:57:00,LPT-10637,EMP10637,CrowdStrike,Ransomware Activity,Medium,Open,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,342e0b67bc37317202e85cf76f779c3b01d25d9dfcdcde959585f28b378d4b9a,Unknown,Unknown,2,67.0
EPA00007721,2026-08-11 00:00:00,2026-08-14 14:23:50,VDR-10474,EMP10474,McAfee,Browser hijack attempt,Low,New,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,powershell.exe,0c518bf731c885c19bb63ab4d9f569dcc547301edb390dd18af67ae35bbf273a,Unknown,Unknown,1,86.4
EPA00004700,2026-09-07 19:14:50,Unknown,VDR-10340,EMP10340,SYMANTEC,Ransomware Activity,High,Open,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,cmd.exe,dea60326c4436b3a027ad1c26da46c35bce5ea03ff020caeac30b0cef9936320,soc.analyst2,High,3,62.99
EPA00005586,2026-08-17 07:47:20,2026-08-20 05:47:20,WS-11360,EMP11360,Windows Defender,USB device blocked,Low,New,Endpoint protection detected suspicious activity on host.,Unknown,chrome.exe,883f7a78992161b8821bd4fb1a702adb230fdffe3a8409e97de609f5f752f14f,admin,Medium,1,70.0
EPA00003123,Unknown,2026-09-02 02:07:23,WS-11613,EMP11613,SYMANTEC,Phishing URL blocked,Medium,Open,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,cmd.exe,c6e92ac9a460d94d32a4690c33928debfaf9bc29ff793e05edf6f377c24663e0,Unknown,Low,2,62.99
EPA00006778,2026-08-28 14:10:00,2026-08-29 00:10:55,LPT-10250,EMP10250,Windows Defender,Ransomware Activity,Low,Unassigned,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,Unknown,e2b1a7f69e52e44695ca3d7df6dc2e8d80fc0057e562fc05eee72227178c796b,admin,Medium,1,10.02
EPA00004157,2026-08-12 00:00:00,2026-08-17 03:00:06,VDR-10270,EMP10270,McAfee,MALWARE_DETECTED,Low,Closed,Alert triggered by abnormal network connection.,E:\Backup\data.rar,Unknown,Unknown,incident.team,Unknown,1,123.0
EPA00001970,Unknown,2026-08-20 09:59:00,VDR-12625,EMP12625,Quick Heal,Trojan:Win32,Medium,Closed,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,powershell.exe,c52fefaade3f19b26200559e1aaa21a8579c35585102110ee56750d6122c63ae,incident.team,Low,2,62.99
EPA00000672,2026-08-15 01:24:11,Unknown,WS-11667,EMP11667,CrowdStrike,Suspicious PowerShell Execution,Medium,New,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,Unknown,incident.team,High,2,62.99
EPA00004189,2026-08-24 10:13:32,Unknown,VDR-11112,EMP11112,Windows Defender,Malware detected,Critical,New,Endpoint agent blocked execution. Review required.,C:\Users\user\AppData\Local\Temp\cache.bin,Unknown,Unknown,Unknown,Medium,4,62.99
EPA00000667,2026-09-01 01:07:13,2026-09-04 08:07:00,LPT-11807,EMP11807,McAfee,Credential dumping attempt,Low,Open,Alert triggered by abnormal network connection.,C:\Windows\Temp\update.tmp,Unknown,Unknown,soc.analyst2,Low,1,79.0
EPA00007169,2026-08-20 00:00:00,2026-08-24 10:51:22,WS-12288,EMP12288,SYMANTEC,Trojan:Win32,High,New,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,unknown,23b177790df9709fe52223635188bf6d6bff4c932b8a4d86bcb1cc658e3d6e9f,incident.team,Medium,3,106.86
EPA00001888,2026-09-04 01:52:01,2026-09-07 15:52:01,LPT-11661,EMP11661,SYMANTEC,Ransomware Activity,Low,In Progress,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,powershell.exe,5ea1f5f7c6e822903a0ff2a9f2417710de6827ec2477b120368b358217eb2121,Unknown,Unknown,1,86.0
EPA00003267,2026-09-07 15:46:53,Unknown,LPT-11887,EMP11887,SYMANTEC,Unusual admin share access,Medium,Closed,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,excel.exe,Unknown,soc.analyst2,Medium,2,62.99
EPA00000281,Unknown,2026-08-13 16:33:42,WS-10895,EMP10895,Windows Defender,Lateral movement detected,Low,Open,Threat detected after file download from external website.,E:\Backup\data.rar,python.exe,Unknown,Unknown,Low,1,62.99
EPA00001720,2026-08-10 22:38:44,Unknown,VDR-10906,EMP10906,SYMANTEC,Unusual admin share access,Critical,New,Malicious file blocked. User notified. Need validation.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,aab98f04ac3a5f55b41d9fbf9ba872abb7e882b1a4bf566724cbc9cac4f25638,unassigned,Critical,4,62.99
EPA00002948,2026-08-14 20:19:00,2026-08-16 20:19:28,VDR-10716,EMP10716,Windows Defender,Unauthorized USB,Low,Open,Threat detected after file download from external website.,Unknown,msedge.exe,5ecd3a6c6aa16f96b9e29da5bd6d13ad0271e29fe874db85cfd320e6e6e28d4d,soc.analyst2,Low,1,48.01
EPA00004456,Unknown,2026-09-01 11:14:00,WS-10618,EMP10618,Defender,Phishing URL blocked,Low,Resolved,Alert triggered by abnormal network connection.,Unknown,Unknown,Unknown,Unknown,High,1,62.99
EPA00000900,2026-09-05 21:12:11,2026-09-10 00:00:00,VDR-12131,EMP12131,SentinelOne,Suspicious PowerShell Execution,Low,Closed,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,python.exe,Unknown,Unknown,Medium,1,98.8
EPA00006032,2026-09-04 20:20:00,Unknown,VDR-11345,EMP11345,Windows Defender,Phishing URL blocked,High,New,User reported machine slowdown after popup. AV alert generated.,Unknown,powershell.exe,61f5e1ca584f58eaa8f8d6520c0c9c72e4631858d5366f062f60ece221269481,Unknown,Low,3,62.99
EPA00006091,2026-08-07 21:16:57,Unknown,LPT-10976,EMP10976,Quick Heal,Suspicious PowerShell Execution,Medium,New,Alert generated from heuristic engine. Possible false positive.,Unknown,excel.exe,8362aa6312c3105ab19323a90dfd0ac200554daa60cb79b09fe6dc9b8e0e3896,soc.analyst1,Medium,2,62.99
EPA00007255,2026-08-06 21:54:51,2026-08-10 00:00:00,WS-12426,EMP12426,SentinelOne,USB device blocked,Critical,Investigating,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,excel.exe,6f905bb9d5476c2b7bf7426a292bb58b78afa2ffc6c853c7fea1606621bb8311,admin,High,4,74.09
EPA00006992,2026-08-13 00:00:00,2026-08-16 00:00:00,WS-10746,EMP10746,Defender,Browser hijack attempt,Medium,Resolved,Endpoint protection detected suspicious activity on host.,Unknown,msedge.exe,71bdf5380ab24297a64f9f988cdd2229e50770b0a42b10af0d0edc01cc1e5930,Unknown,Medium,2,72.0
EPA00000761,2026-08-13 01:37:04,2026-08-17 03:37:04,WS-12668,EMP12668,Defender,MALWARE_DETECTED,Critical,Unassigned,Alert generated from heuristic engine. Possible false positive.,Unknown,winword.exe,Unknown,soc.analyst1,Medium,4,98.0
EPA00006255,2026-08-23 04:13:06,Unknown,VDR-10684,EMP10684,Windows Defender,Unauthorized USB,Low,Resolved,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,Unknown,soc.analyst2,Unknown,1,62.99
EPA00001907,2026-08-29 19:24:44,Unknown,Unknown,EMP11001,CrowdStrike,Unauthorized USB,High,Resolved,Alert generated from heuristic engine. Possible false positive.,Unknown,msedge.exe,45c8a78cca40b1e75ce08ac386af632b762cf306d95b9f0fb62061e0b3852791,Unknown,Critical,3,62.99
EPA00004043,Unknown,2026-08-20 01:05:47,LPT-12061,EMP12061,McAfee,Keylogger suspected,High,Open,Malicious file blocked. User notified. Need validation.,D:\Projects\scripts\cleanup.ps1,cmd.exe,5094bb3f9d58e5af92bb15d20ebc6ddecbe133ed05031f406dcb843c2ecd4408,Unknown,Medium,3,62.99
EPA00003824,Unknown,2026-08-20 22:37:00,WS-10943,EMP10943,McAfee,Trojan:Win32,Critical,In Progress,Endpoint protection detected suspicious activity on host.,Unknown,excel.exe,1a31eeb64632ba280377f905e269a0e6102d0aea075533b624a3925b1f817aa4,soc.analyst1,High,4,62.99
EPA00004139,2026-08-08 00:00:00,2026-08-12 00:00:00,WS-12097,EMP12097,McAfee,MALWARE_DETECTED,Medium,Open,User reported machine slowdown after popup. AV alert generated.,D:\Projects\scripts\cleanup.ps1,msedge.exe,bd75da402d2c1ba47d47666c67d5b04c4923fdbbc2ff4259e312bb6a27016468,unassigned,High,2,96.0
EPA00003819,2026-09-03 20:33:00,Unknown,VDR-12932,EMP12932,Defender,Unauthorized USB,Critical,In Progress,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,explorer.exe,9588cc93ad5d2c9ee74f98f743332ede5541b802d2729fd69436042e110c0050,unassigned,Medium,4,62.99
EPA00006270,2026-08-26 02:00:00,2026-08-27 00:00:42,WS-10134,EMP10134,SentinelOne,Ransomware Activity,High,False Positive,Process attempted to access sensitive directory.,Unknown,Unknown,111588949b1bb4e2e6b2cfd47a0c6677d389a2d79e704af4f4f060408294615f,Unknown,Medium,3,22.01
EPA00004301,Unknown,Unknown,Unknown,EMP11254,Defender,MALWARE_DETECTED,Critical,New,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,Unknown,Unknown,soc.analyst1,Medium,4,62.99
EPA00005570,2026-09-04 07:27:54,2026-09-07 00:00:00,WS-12234,EMP12234,SentinelOne,USB device blocked,Critical,Resolved,User reported machine slowdown after popup. AV alert generated.,E:\Backup\data.rar,msedge.exe,Unknown,incident.team,Low,4,64.54
EPA00006197,Unknown,2026-08-18 00:57:44,WS-10151,EMP10151,CrowdStrike,MALWARE_DETECTED,Low,Open,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,unknown,6d15b54159d80d96aaa5740bef7448b194a1429cc29d43e40565bccf1b1f58cf,admin,Unknown,1,62.99
EPA00002594,Unknown,2026-08-07 12:06:31,LPT-12769,EMP12769,Defender,Trojan:Win32,Critical,New,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,0aaebd69ecc2ea546f774d6c3fe35f7ff2c600a65b7267f2395e8b3535087b07,soc.analyst1,Medium,4,62.99
EPA00004165,2026-09-09 23:24:11,Unknown,WS-12072,EMP12072,Quick Heal,MALWARE_DETECTED,High,Resolved,Alert triggered by abnormal network connection.,C:\Users\user\Desktop\salary.xlsx,python.exe,653bb3dbe98beac4283eef81336f89f301ddd9e8ccc0b84357b6b9e2122d7b20,Unknown,High,3,62.99
EPA00003032,2026-08-05 03:01:45,2026-08-06 00:00:00,WS-12950,EMP12950,Carbon Black,Credential dumping attempt,Critical,False Positive,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,Unknown,incident.team,Unknown,4,20.97
EPA00005972,2026-09-01 06:27:00,2026-09-03 05:27:37,VDR-12184,EMP12184,Windows Defender,suspicious_powershell,Medium,Unassigned,Suspicious script execution observed. Logs attached.,C:\Users\Public\Downloads\invoice.exe,cmd.exe,Unknown,soc.analyst1,Medium,2,47.01
EPA00003580,2026-09-09 05:13:44,2026-09-07 20:13:44,LPT-11857,EMP11857,SentinelOne,Ransomware Activity,Low,Resolved,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,winword.exe,Unknown,unassigned,Medium,1,62.99
EPA00002833,2026-08-24 07:48:39,2026-08-26 20:48:39,WS-10412,EMP10412,McAfee,Lateral movement detected,High,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,python.exe,d186b375e265c419168665277852e6597a58d64c97a95069cf90032a37d92f46,unassigned,High,3,61.0
EPA00005450,2026-08-28 21:05:55,2026-09-02 20:05:00,WS-10870,EMP10870,Carbon Black,Suspicious PowerShell Execution,Medium,New,Process attempted to access sensitive directory.,C:\Users\user\AppData\Local\Temp\cache.bin,Unknown,Unknown,soc.analyst2,High,2,118.98
EPA00003473,2026-08-26 10:29:00,2026-08-27 01:29:20,VDR-11225,EMP11225,McAfee,Keylogger suspected,Medium,Open,Alert triggered by abnormal network connection.,E:\Backup\data.rar,winword.exe,2f9d2c7bfaa66d3316b57446b8cc56111a293bb9932eb887adf6e37eb86c38b3,admin,Low,2,15.01
EPA00006328,2026-08-07 13:44:54,Unknown,WS-11548,EMP11548,Windows Defender,Unauthorized USB,Low,Open,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,7154e1a1a9f692e1bb2a8d155753d86522cc6fe47a20dcfc325af6cdd57aeaf1,Unknown,Medium,1,62.99
EPA00000138,Unknown,2026-08-21 20:59:35,LPT-10920,EMP10920,SentinelOne,ransomware_behavior,Medium,Open,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,python.exe,Unknown,Unknown,Medium,2,62.99
EPA00007044,2026-08-11 22:43:20,Unknown,WS-11938,EMP11938,Carbon Black,USB device blocked,Low,Open,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,msedge.exe,Unknown,Unknown,Critical,1,62.99
EPA00004893,2026-09-02 18:41:00,Unknown,Unknown,EMP11393,Windows Defender,MALWARE_DETECTED,Medium,Open,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,excel.exe,b87d3d00447e08dba08ef46025c0e96b75a470064f6ea1db3b0e021636d38ac2,unassigned,High,2,62.99
EPA00002181,2026-08-31 05:46:37,Unknown,LPT-11638,EMP11638,Kaspersky,Ransomware Activity,High,Open,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,cmd.exe,9aa4af8106c0c9350187205328a140e2ed84d3b3fdfd39c87e4ef52ae9d81374,soc.analyst2,High,3,62.99
EPA00002129,2026-08-21 06:53:00,2026-08-22 00:00:00,LPT-10811,EMP10811,CrowdStrike,Trojan:Win32,High,Resolved,Process attempted to access sensitive directory.,D:\Projects\scripts\cleanup.ps1,excel.exe,6f907f735de16b5b0b7d72b2bca0d66def66cc53e7cff90e6af5afbb03b64fd2,Unknown,Low,3,17.12
EPA00003178,Unknown,Unknown,LPT-11353,EMP11353,SYMANTEC,Lateral movement detected,Critical,Resolved,Endpoint protection detected suspicious activity on host.,Unknown,Unknown,ddf0c4375f7abd627dcf332c3f04736c8ce1f64f67515d86bf5c933c250abcbb,Unknown,Low,4,62.99
EPA00004855,2026-08-23 05:20:39,Unknown,VDR-12570,EMP12570,Carbon Black,Lateral movement detected,Medium,Investigating,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,explorer.exe,51d73fb2f9530ca007cd517161b9b94367ec875e777770c8824390588698576d,soc.analyst1,High,2,62.99
EPA00004638,2026-08-15 16:43:30,2026-08-16 04:43:30,VDR-12579,EMP12579,Defender,MALWARE_DETECTED,High,Closed,Alert triggered by abnormal network connection.,Unknown,explorer.exe,502d8f9d33b9a16d582d83e3b9fd8419beb1c31758871879f6aa842625269a9b,admin,Critical,3,12.0
EPA00005116,2026-09-03 04:59:21,Unknown,Unknown,EMP12360,SYMANTEC,Credential dumping attempt,Low,Resolved,Alert triggered by abnormal network connection.,C:\Windows\Temp\update.tmp,winword.exe,7fc17598c2849ec9358753b875c94bd61a5539e8180a901ca50904a9858fea7a,Unknown,Unknown,1,62.99
EPA00007218,2026-08-01 12:02:43,Unknown,LPT-12990,EMP12990,Quick Heal,Phishing URL blocked,Critical,Open,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,cmd.exe,4b5db57f7825580f0334b98a9e4c52f68f58d01e433fdfff70c9eff6236c8f80,soc.analyst2,Low,4,62.99
EPA00007128,2026-08-31 00:16:25,Unknown,LPT-10221,EMP10221,Defender,Ransomware Activity,Low,In Progress,User reported machine slowdown after popup. AV alert generated.,E:\Backup\data.rar,excel.exe,06766ca4dfb11d945421d867952f2fc49d0dfc4a0ac32228d235e4b2fe24af1b,Unknown,Unknown,1,62.99
EPA00004262,2026-09-07 18:20:00,Unknown,VDR-10353,EMP10353,Windows Defender,Credential dumping attempt,Medium,In Progress,Threat detected after file download from external website.,D:\Projects\scripts\cleanup.ps1,unknown,Unknown,admin,Critical,2,62.99
EPA00004345,2026-08-20 11:32:19,2026-08-22 00:00:00,WS-11245,EMP11245,Defender,USB device blocked,Low,Resolved,Endpoint agent blocked execution. Review required.,Unknown,excel.exe,Unknown,incident.team,Medium,1,36.46
